action_label,network_generation,network_latency_ms,packet_loss_pct,network_jitter_ms,gateway_latency_ms,gateway_failure_rate_pct,gateway_timeout_rate_pct,bank_latency_ms,bank_failure_rate_pct,bank_timeout_rate_pct,total_latency_ms,transaction_age_ms,retry_count,order_amount_inr,error_code_category,is_timeout_flag,true_network_degradation,true_gateway_degradation,true_bank_degradation
3,Wi-Fi 6/7,279.01,4.4586,59.48,49.78,0.1978,0.2687,378.84,0.2043,1.7244,707.63,1507.23,0,13130.48,1,0,58.41,20.76,21.67
2,2G/EDGE,759.6,1.319,35.99,637.58,0.347,0.348,333.55,0.1701,1.6804,1730.73,6230.14,1,15628.53,0,0,61.13,57.71,18.14
1,3G,292.1,1.867,18.19,45.87,0.1181,0.1359,727.92,0.8645,2.0182,1065.89,524.81,2,15370.98,3,1,31.83,7.0,55.32
1,5G,14.29,0.4752,2.51,63.56,0.07,0.2456,438.08,1.1261,2.5818,515.93,3982.7,1,36696.1,3,1,3.0,11.32,53.95
1,5G,19.43,0.4435,5.84,106.62,0.1048,0.1119,696.89,1.1803,2.3787,822.94,1382.75,0,43157.24,0,1,3.76,6.9,64.82
1,4G/LTE,41.34,0.5594,11.05,112.51,0.1631,0.1074,1015.1,1.1818,1.8628,1168.95,871.55,2,3222.1,3,0,7.2,10.72,73.01
3,5G,361.97,2.6812,36.9,108.37,0.1302,0.1845,304.69,0.1243,1.5303,775.03,5035.29,0,37164.79,1,0,46.17,13.19,13.62
2,Wi-Fi 6/7,47.43,0.3338,2.32,493.73,0.4532,0.3216,324.43,0.2018,1.7401,865.59,892.09,2,30079.08,2,0,3.71,57.74,19.14
1,Wi-Fi 6/7,14.01,0.2766,1.54,85.92,0.1454,0.1025,557.73,1.1976,2.9952,657.66,1346.89,1,7341.47,3,1,1.66,8.24,67.41
1,3G,239.89,0.5324,13.77,134.27,0.1254,0.2935,493.42,1.2042,1.8944,867.58,2292.99,2,8239.91,0,0,19.49,20.66,47.8
1,4G/LTE,84.63,0.244,11.33,40.31,0.1323,0.1802,809.31,1.4722,2.7997,934.25,3988.05,1,1674.86,3,1,7.93,10.51,81.96
3,4G/LTE,514.93,2.0926,20.18,69.64,0.1829,0.2792,350.94,0.1175,1.7374,935.51,1374.36,1,25794.61,1,1,46.86,21.17,18.92
2,3G,220.3,1.2377,24.43,294.27,0.2109,0.4644,364.8,0.14,1.526,879.37,6195.2,0,11564.07,0,1,25.62,43.04,16.84
2,4G/LTE,29.76,0.4861,10.14,944.33,0.2184,0.486,386.26,0.1793,1.3341,1360.35,4111.74,2,1854.45,2,1,5.82,69.26,15.74
3,4G/LTE,578.14,4.6011,49.04,110.07,0.188,0.2298,394.08,0.2467,1.0505,1082.29,1408.26,0,1441.67,0,1,73.88,19.94,13.08
3,4G/LTE,513.0,4.5899,32.83,67.38,0.1715,0.1554,210.78,0.2045,1.6072,791.16,6167.62,1,47427.64,0,1,65.35,12.59,11.51
2,3G,150.4,1.338,11.05,516.96,0.4096,0.4627,207.34,0.2073,1.2059,874.7,4371.41,2,2038.09,2,1,18.28,64.53,5.37
3,3G,451.07,3.3566,57.98,83.84,0.1221,0.2979,397.03,0.1705,1.5836,931.94,7934.19,1,29213.43,0,0,61.49,18.82,19.86
3,4G/LTE,324.07,4.1774,41.81,78.19,0.1102,0.1803,328.54,0.1568,1.7227,730.8,7075.26,3,38446.89,1,0,54.33,10.46,18.28
1,3G,101.59,0.9543,24.87,96.89,0.1433,0.1942,949.22,0.752,2.3915,1147.7,3283.0,1,5376.51,3,1,17.06,14.24,69.98
2,4G/LTE,88.3,0.4963,9.33,408.57,0.4323,0.3776,218.3,0.1071,1.3312,715.17,5742.8,1,38517.5,2,1,9.09,56.66,6.01
1,2G/EDGE,774.03,2.7559,27.23,107.33,0.1258,0.2297,969.96,1.1911,2.4374,1851.32,2884.72,1,21302.53,0,1,68.1,15.68,79.54
2,4G/LTE,77.2,0.2479,8.57,253.62,0.2499,0.4463,329.83,0.1626,1.4409,660.65,6761.41,1,6246.47,2,1,6.73,42.98,14.22
3,4G/LTE,291.14,3.3621,49.56,137.64,0.0676,0.2411,346.86,0.1445,1.3246,775.64,5780.0,1,34888.8,1,0,49.71,13.65,13.01
2,3G,282.78,1.6303,10.09,899.6,0.3817,0.3149,381.26,0.1562,1.7201,1563.64,4371.61,1,14461.05,2,0,27.55,67.78,20.87
1,4G/LTE,85.22,0.953,10.21,114.36,0.1259,0.2268,578.31,1.078,1.8548,777.89,2431.47,3,16600.78,0,0,11.9,15.77,49.2
3,5G,638.85,2.0425,45.35,69.63,0.0682,0.2755,241.8,0.1161,1.3071,950.28,1039.53,0,35875.75,1,1,61.04,13.29,6.98
3,2G/EDGE,1064.12,5.6888,94.2,115.45,0.0684,0.2877,366.94,0.1799,1.7481,1546.51,1394.42,1,19357.07,1,1,100.0,15.79,21.0
2,2G/EDGE,735.4,1.302,24.77,906.82,0.2444,0.4072,255.06,0.2015,1.1339,1897.28,5251.96,0,47380.88,2,1,56.4,64.67,6.57
2,4G/LTE,32.63,0.211,13.52,774.36,0.3547,0.4051,222.32,0.2941,1.0676,1029.31,744.79,1,44988.93,2,1,5.3,66.92,5.6
1,Wi-Fi 6/7,17.57,0.2953,3.89,63.75,0.0893,0.1982,875.62,1.0852,2.5858,956.94,4408.01,0,26344.36,0,1,2.31,9.65,75.16
1,4G/LTE,42.21,0.597,7.47,54.06,0.1302,0.1774,813.24,1.0492,2.2873,909.51,534.28,2,16354.18,3,1,6.45,10.71,66.92
1,5G,8.14,0.4479,4.71,106.93,0.1747,0.1301,677.48,0.8032,2.3622,792.55,538.47,0,1688.35,3,1,3.46,12.7,56.86
3,5G,524.35,3.3796,52.56,82.62,0.1903,0.2924,343.41,0.2312,1.6566,950.38,6279.72,1,45738.77,0,1,64.39,22.98,19.36
1,3G,90.52,0.719,10.43,95.79,0.0777,0.1078,786.69,0.9865,2.8731,973.0,7848.48,1,9214.04,0,1,10.87,4.43,73.26
2,Wi-Fi 6/7,32.82,0.3597,5.57,1045.12,0.4362,0.3895,349.99,0.2438,1.2511,1427.93,5084.92,1,28420.14,0,1,3.93,81.53,13.83
1,5G,35.56,0.2475,6.85,133.6,0.1984,0.1793,644.67,0.7712,2.1261,813.83,6867.52,2,31571.74,3,1,3.79,18.36,51.11
1,Wi-Fi 6/7,27.79,0.2417,4.54,123.28,0.0682,0.262,720.25,1.1074,2.9341,871.32,7639.47,0,36220.59,3,1,2.63,14.46,73.01
1,5G,23.17,0.4663,5.32,83.63,0.1347,0.1914,598.77,1.1777,2.5476,705.57,7486.29,1,17636.23,3,1,3.93,13.0,62.4
3,5G,592.08,1.8653,19.13,103.9,0.1851,0.2189,309.9,0.1135,1.1097,1005.88,328.38,1,27062.19,0,1,49.74,18.83,7.38
1,4G/LTE,78.64,0.1234,6.09,49.42,0.0973,0.275,722.59,1.0671,2.9635,850.65,5130.4,1,3104.25,3,1,5.36,14.44,72.85
3,Wi-Fi 6/7,268.29,2.2721,33.0,83.5,0.0607,0.2346,225.59,0.2497,1.1316,577.38,6774.49,0,37853.15,1,0,37.1,10.76,5.93
2,5G,57.59,0.1132,1.72,777.34,0.2965,0.4076,386.52,0.1524,1.3616,1221.45,4731.21,3,32644.53,2,1,2.89,63.31,15.69
3,5G,356.6,1.1494,29.46,110.35,0.1179,0.2847,281.02,0.1918,1.6212,747.97,7418.3,1,36909.66,0,0,34.54,18.71,15.01
1,4G/LTE,63.02,0.1948,7.93,118.97,0.1834,0.2405,606.93,0.9522,2.035,788.92,5294.24,1,33415.23,3,1,5.39,20.64,51.09
3,2G/EDGE,1171.21,5.5841,77.91,61.46,0.1915,0.2201,201.64,0.2223,1.4443,1434.31,4328.08,1,29627.79,1,1,100.0,17.74,8.93
1,4G/LTE,44.08,0.6501,3.71,83.43,0.1285,0.1616,973.07,1.2786,2.3355,1100.58,5707.23,3,23655.86,3,1,5.81,10.71,79.73
3,5G,285.3,3.5502,39.16,65.27,0.1366,0.1954,231.42,0.2462,1.2495,581.99,2523.47,1,12519.4,1,0,47.52,12.68,7.92
2,Wi-Fi 6/7,22.83,0.0524,1.47,676.42,0.2256,0.4757,300.62,0.1774,1.0106,999.87,6672.58,1,1068.26,0,1,0.48,59.05,6.57
1,Wi-Fi 6/7,28.74,0.111,1.26,112.61,0.0682,0.1606,848.47,0.833,2.2557,989.82,7767.61,2,46134.06,3,1,1.18,7.72,64.35
1,4G/LTE,42.38,0.5795,13.67,99.4,0.1879,0.1714,942.34,1.216,2.066,1084.12,7835.44,0,23413.44,0,1,8.13,15.88,73.04
1,5G,27.59,0.2573,1.05,109.17,0.1492,0.1077,803.54,1.1016,2.8919,940.3,4781.94,2,43225.1,3,1,1.99,9.69,76.44
2,5G,21.41,0.0636,6.98,424.6,0.3604,0.3469,279.74,0.1149,1.7964,725.75,1424.64,0,24190.07,2,0,1.89,50.55,16.2
2,4G/LTE,48.26,0.846,5.88,902.34,0.2247,0.3689,201.6,0.226,1.7542,1152.2,4742.27,1,48667.87,2,1,7.85,60.79,13.64
1,Wi-Fi 6/7,12.88,0.3922,5.94,79.84,0.1982,0.2738,577.94,0.8455,2.5015,670.66,1545.3,3,49734.66,0,1,3.48,22.24,54.73
3,Wi-Fi 6/7,238.6,3.0953,52.03,99.21,0.1303,0.1139,239.24,0.2865,1.6172,577.05,4803.79,0,16197.35,1,0,45.72,8.44,14.55
3,4G/LTE,534.64,1.7433,44.07,131.18,0.1549,0.113,342.62,0.1919,1.6618,1008.44,7947.1,0,36341.51,1,1,52.75,11.23,18.7
2,5G,41.63,0.1075,6.9,563.46,0.4224,0.3631,252.6,0.2735,1.4927,857.69,5608.09,2,11798.42,0,1,3.32,60.9,13.12
2,5G,53.04,0.0992,5.49,357.23,0.2712,0.4622,309.41,0.2073,1.4614,719.68,6948.14,1,29818.33,2,1,3.54,49.28,14.31
2,4G/LTE,32.21,0.5673,4.4,923.96,0.3311,0.321,329.15,0.2557,1.3398,1285.32,3735.4,0,29870.31,2,0,4.81,65.7,14.33
1,Wi-Fi 6/7,18.48,0.3435,3.53,135.66,0.0704,0.2947,831.49,1.1241,2.7657,985.63,5070.95,1,39632.3,3,1,2.5,17.12,76.35
1,5G,23.81,0.4069,2.67,62.44,0.1257,0.1522,709.95,1.0564,2.9604,796.2,6948.42,0,28481.86,3,1,2.86,9.15,71.98
1,4G/LTE,115.02,0.5754,14.15,108.9,0.189,0.1636,887.33,1.1951,2.4955,1111.25,1659.04,1,2536.04,3,1,12.51,15.83,76.35
3,2G/EDGE,1190.73,3.8836,59.59,130.72,0.0759,0.2756,222.66,0.2544,1.1142,1544.11,6934.45,1,12767.14,0,1,89.76,16.1,5.6
1,3G,194.08,0.7179,14.09,138.95,0.1526,0.2898,703.77,0.7614,1.805,1036.8,5242.01,1,24507.72,3,0,18.0,22.41,49.07
1,5G,36.73,0.1495,4.03,92.49,0.1388,0.2642,959.89,1.375,2.1051,1089.11,4880.78,2,39532.78,3,1,2.46,18.15,77.34
2,5G,43.91,0.0211,7.44,775.1,0.3579,0.433,294.28,0.1294,1.2086,1113.29,7375.07,0,5280.2,2,1,3.09,68.91,8.37
2,5G,46.02,0.468,7.14,260.74,0.4044,0.496,365.51,0.2376,1.5423,672.27,2689.49,1,33035.64,2,1,5.81,56.65,18.87
2,5G,50.97,0.3696,5.16,487.55,0.4142,0.4152,322.1,0.2694,1.4202,860.62,395.79,0,1577.43,0,1,4.94,60.76,15.43
3,Wi-Fi 6/7,735.19,2.7956,25.4,45.53,0.1884,0.1004,263.43,0.2701,1.318,1044.15,1305.77,0,32386.12,0,1,65.53,9.46,10.98
2,Wi-Fi 6/7,39.64,0.0755,4.96,381.54,0.2229,0.4732,365.36,0.2047,1.5299,786.54,3969.29,0,24095.55,2,1,2.45,47.66,18.09
1,4G/LTE,55.93,0.3135,9.62,105.79,0.1386,0.2909,790.54,1.1803,1.8022,952.26,2253.97,2,43319.12,3,0,6.17,20.31,60.85
3,5G,165.35,1.8867,20.27,59.28,0.0752,0.2481,291.51,0.1118,1.179,516.14,1970.75,1,39758.44,0,0,25.09,11.66,7.47
2,5G,21.07,0.0941,1.06,476.53,0.3247,0.4672,337.96,0.174,1.7593,835.56,1932.92,0,35080.86,2,1,0.63,57.63,19.61
2,4G/LTE,71.91,0.978,8.78,1208.85,0.4029,0.3309,297.12,0.1764,1.7967,1577.88,2288.79,1,41263.36,0,0,10.86,81.79,18.17
2,4G/LTE,61.43,0.4028,3.05,747.99,0.2541,0.3292,251.23,0.2817,1.4172,1060.65,4202.01,1,30524.63,2,0,5.15,54.48,12.06
1,4G/LTE,39.55,0.2079,14.0,72.78,0.1058,0.252,951.22,1.1779,2.8571,1063.55,2279.38,1,11387.58,0,1,5.83,14.45,84.67
2,5G,22.43,0.3888,1.11,575.5,0.3177,0.4492,382.04,0.1333,1.2215,979.97,5026.38,1,40286.16,2,1,2.48,59.75,13.02
1,5G,58.59,0.488,1.46,122.18,0.1469,0.2295,947.56,1.4295,2.327,1128.33,3089.66,2,35089.88,0,1,5.2,17.64,81.02
1,4G/LTE,86.51,0.8476,7.32,82.69,0.1973,0.2568,675.43,1.0295,2.6593,844.63,2382.61,0,21645.77,0,1,10.52,21.22,65.26
3,Wi-Fi 6/7,390.64,4.2561,34.78,55.55,0.1388,0.1222,342.47,0.1002,1.3268,788.66,3449.52,2,35198.73,1,0,56.7,7.89,12.03
2,4G/LTE,50.76,0.455,14.88,299.89,0.429,0.4322,269.5,0.205,1.6978,620.15,7462.67,1,42989.79,0,1,8.22,55.78,15.82
2,5G,53.91,0.0768,3.56,843.13,0.4555,0.4887,214.06,0.2143,1.0052,1111.1,1050.5,1,16225.62,2,1,2.9,81.44,2.82
2,5G,27.4,0.2617,4.19,632.76,0.3195,0.4263,381.45,0.1589,1.7581,1041.61,6578.54,0,3695.53,2,1,2.63,60.59,21.5
2,Wi-Fi 6/7,38.9,0.0155,1.32,1211.95,0.4594,0.3018,392.8,0.2183,1.473,1643.65,4992.62,1,27094.24,0,0,1.2,83.85,18.85
3,5G,581.09,2.6302,39.84,53.95,0.1305,0.2943,267.25,0.1336,1.3796,902.29,7981.66,0,27178.44,1,1,59.6,18.03,9.66
1,4G/LTE,23.69,0.2685,5.86,73.57,0.1915,0.261,919.75,0.8817,2.472,1017.01,3886.14,1,6765.23,3,1,2.93,20.75,72.03
1,Wi-Fi 6/7,27.28,0.1974,3.96,122.47,0.1022,0.2356,949.71,1.3379,2.5901,1099.46,6978.17,2,41858.82,3,1,2.17,15.05,83.44
2,4G/LTE,73.29,0.1951,12.7,741.18,0.3237,0.3674,337.55,0.1176,1.685,1152.02,3171.7,3,41611.47,2,1,7.36,61.25,17.47
3,2G/EDGE,987.3,3.3235,67.07,75.27,0.0746,0.251,239.91,0.2663,1.5167,1302.48,1359.39,1,6530.63,1,1,88.53,12.4,12.72
3,4G/LTE,724.16,1.5908,51.57,135.55,0.1133,0.1697,217.12,0.1159,1.3461,1076.83,6650.96,3,20018.05,1,1,65.13,12.16,6.33
3,5G,656.08,3.8789,47.01,96.87,0.1972,0.1752,287.38,0.2005,1.5733,1040.33,4921.81,1,3195.67,1,1,73.55,16.65,14.76
1,5G,45.78,0.4446,2.56,138.88,0.073,0.2201,775.52,1.4127,2.5743,960.18,1288.29,0,6292.18,3,1,4.34,12.75,75.83
3,5G,588.9,1.2976,37.86,42.98,0.1263,0.2718,385.42,0.2687,1.611,1017.3,4899.34,0,4083.2,0,1,51.5,15.94,21.45
3,Wi-Fi 6/7,345.66,1.6021,31.29,123.78,0.0975,0.2,203.78,0.1495,1.4191,673.22,7073.29,1,37024.5,1,0,37.14,12.56,7.36
2,Wi-Fi 6/7,8.98,0.3607,1.59,285.17,0.489,0.4977,255.43,0.1684,1.008,549.58,7365.86,0,18284.79,2,1,2.16,63.32,4.11
1,5G,24.77,0.0979,2.43,41.2,0.1025,0.1183,959.61,1.3717,2.1032,1025.58,1786.66,3,27496.25,0,1,0.99,4.69,77.24
2,5G,25.5,0.1991,5.73,900.55,0.4665,0.3295,282.14,0.1972,1.7238,1208.19,1575.61,0,7786.24,2,0,2.58,74.38,16.7
3,4G/LTE,752.73,4.6064,32.67,59.27,0.1087,0.1418,210.91,0.2857,1.7112,1022.91,4082.19,3,29555.44,0,1,79.5,7.25,14.53
1,4G/LTE,35.89,0.3673,12.21,63.29,0.1217,0.2131,972.84,1.329,2.4983,1072.02,2330.21,0,46319.69,3,1,6.06,12.72,83.06
1,4G/LTE,84.45,0.2792,7.42,119.23,0.1252,0.2699,562.46,1.2997,2.9734,766.14,1521.07,3,14541.79,3,1,7.01,18.6,69.15
1,4G/LTE,72.61,0.6921,11.72,75.67,0.1357,0.282,617.68,1.2413,2.2976,765.96,2970.84,2,39881.48,0,1,10.02,18.43,60.73
1,4G/LTE,100.49,0.8402,14.87,84.4,0.1056,0.2404,521.5,1.2836,1.9397,706.39,2375.19,1,22875.96,3,0,13.45,14.15,51.31
2,3G,168.59,1.0535,14.9,625.87,0.3265,0.4187,230.05,0.2611,1.6376,1024.51,6045.31,3,46129.28,2,1,18.75,60.32,13.94
1,4G/LTE,22.13,0.0765,13.7,112.25,0.066,0.1109,667.88,0.9412,2.736,802.26,7665.7,1,33864.05,3,1,3.93,4.46,64.46
3,5G,477.39,1.9728,52.04,88.35,0.1548,0.1122,222.65,0.1886,1.0154,788.39,6749.75,1,35793.81,0,0,53.04,9.56,2.95
1,5G,7.64,0.4374,5.6,71.04,0.0781,0.1232,620.06,0.7194,2.2767,698.74,1603.07,0,9496.82,3,1,3.65,4.49,51.21
3,2G/EDGE,1362.72,6.8938,40.24,57.78,0.1909,0.2266,270.44,0.2707,1.4214,1690.94,6166.44,2,2451.18,0,1,90.93,17.97,12.89
2,Wi-Fi 6/7,7.48,0.1458,2.8,1048.81,0.479,0.3523,262.99,0.2081,1.2288,1319.28,4666.75,1,47871.63,2,1,1.1,82.2,8.51
1,Wi-Fi 6/7,43.27,0.0666,1.15,133.35,0.129,0.2076,782.95,1.4749,2.6066,959.57,1325.85,0,38347.25,0,1,1.77,15.49,77.8
3,5G,198.01,1.218,24.09,116.22,0.0967,0.2998,236.93,0.2706,1.182,551.16,2191.71,1,37561.27,1,0,24.09,18.46,7.62
2,2G/EDGE,304.2,1.319,25.86,821.8,0.257,0.3456,248.8,0.1648,1.4009,1374.8,6275.59,0,7317.57,2,0,31.45,58.47,9.61
2,5G,38.78,0.2806,3.77,514.68,0.2326,0.4274,370.27,0.2324,1.5943,923.73,6047.05,0,19503.8,2,1,3.29,50.44,19.79
1,5G,56.88,0.4834,4.09,88.79,0.0922,0.2017,521.36,0.8885,2.0497,667.03,1415.74,2,6261.69,3,1,5.67,11.0,45.89
1,5G,5.63,0.3548,7.79,83.77,0.0852,0.241,1131.63,0.7413,2.4058,1221.03,6942.33,0,40010.17,3,1,3.78,12.8,77.54
2,2G/EDGE,777.09,3.1069,23.36,791.81,0.4892,0.3703,311.29,0.138,1.6467,1880.19,5656.24,1,28941.87,0,1,69.28,74.37,15.94
1,4G/LTE,46.71,0.8699,3.15,58.15,0.1415,0.2634,805.36,0.7516,2.5461,910.22,7941.85,0,33019.91,3,1,7.12,16.99,65.1
3,Wi-Fi 6/7,658.07,4.2592,56.29,122.82,0.1925,0.1432,369.95,0.1344,1.4446,1150.84,2878.93,0,41664.6,0,1,78.6,15.31,15.78
3,4G/LTE,452.27,3.7703,41.8,44.33,0.1279,0.1426,298.04,0.1652,1.171,794.64,1153.95,1,11395.16,1,0,59.42,8.02,8.63
2,5G,40.93,0.4378,5.11,1047.19,0.3626,0.4022,289.68,0.1257,1.0965,1377.8,3832.64,1,46357.64,2,1,4.75,77.5,6.39
1,Wi-Fi 6/7,36.34,0.3605,4.55,137.1,0.1454,0.2927,652.35,1.4868,2.3011,825.79,4315.87,1,15793.18,3,1,3.85,22.04,66.9
3,5G,262.59,2.6746,28.64,51.34,0.0573,0.2084,313.24,0.2311,1.7094,627.17,2923.87,1,23133.33,1,0,37.93,7.69,18.64
2,2G/EDGE,455.11,1.6578,33.6,442.4,0.2548,0.4892,388.41,0.1153,1.1862,1285.92,5462.27,1,28447.07,2,1,44.57,53.07,12.49
1,Wi-Fi 6/7,33.18,0.2709,1.63,134.58,0.0699,0.2549,919.95,1.3031,2.0629,1087.71,5057.16,2,5242.77,3,1,2.4,14.55,73.42
1,3G,284.6,1.238,21.54,73.27,0.1389,0.199,1060.6,0.7371,2.4596,1418.47,7444.39,0,13528.18,3,1,28.58,13.36,76.3
3,4G/LTE,500.0,2.8161,26.16,131.41,0.085,0.2905,300.44,0.2289,1.2106,931.85,660.84,2,3392.65,1,1,52.03,17.67,10.48
2,4G/LTE,76.13,0.5295,5.28,617.76,0.4086,0.4992,254.2,0.2271,1.1227,948.09,6933.13,2,47279.43,2,1,7.42,70.52,6.82
1,4G/LTE,115.57,0.6004,11.34,132.43,0.15,0.1864,923.42,1.0762,2.2077,1171.42,5908.97,0,44366.23,3,1,11.89,15.53,71.72
1,3G,194.69,1.4845,11.91,115.15,0.1802,0.2629,744.98,0.9132,2.0016,1054.82,3587.11,2,8019.27,3,1,22.01,21.68,56.79
3,4G/LTE,489.29,3.618,70.72,102.51,0.1296,0.1117,333.49,0.2093,1.6643,925.29,2474.93,0,34360.88,1,0,68.95,8.38,18.59
3,3G,497.85,5.1589,41.5,40.32,0.0895,0.2013,233.56,0.2547,1.1678,771.73,5765.4,2,27433.57,1,0,69.39,8.98,6.96
2,4G/LTE,46.69,0.2437,9.53,275.16,0.3456,0.4058,335.14,0.1388,1.4571,656.99,2355.96,0,22697.85,0,1,5.18,47.64,14.31
1,5G,58.98,0.3896,4.14,93.11,0.1851,0.2103,720.11,0.7774,2.6925,872.2,3417.87,2,23405.14,0,1,5.24,17.89,63.49
2,4G/LTE,81.46,0.4067,13.79,1051.97,0.4187,0.4037,343.7,0.1793,1.607,1477.13,7621.77,1,4690.68,0,1,9.42,81.51,17.71
3,Wi-Fi 6/7,153.8,2.1867,49.26,100.8,0.1393,0.2996,285.57,0.1397,1.3228,540.17,4603.1,1,20391.42,1,0,34.49,20.71,9.83
2,4G/LTE,48.16,0.5343,6.17,901.18,0.4876,0.4795,329.68,0.218,1.7941,1279.02,1676.44,3,16209.97,2,1,6.05,85.19,20.5
2,5G,57.9,0.046,7.25,1223.34,0.472,0.4571,218.06,0.1441,1.7305,1499.3,2977.4,0,31423.25,0,1,4.01,94.83,12.65
3,4G/LTE,667.68,2.074,55.33,86.43,0.1275,0.2083,234.66,0.1565,1.6324,988.77,3067.65,0,9064.41,1,1,65.78,13.68,12.23
3,3G,418.14,2.1234,56.02,74.91,0.1755,0.2346,231.33,0.287,1.1931,724.38,4042.85,1,24578.11,0,0,51.59,18.09,7.8
2,5G,8.94,0.3081,5.83,263.88,0.4319,0.3961,211.61,0.1178,1.1822,484.43,3919.48,1,2333.75,0,1,2.94,52.36,3.63
1,3G,206.09,1.6277,14.23,137.79,0.1152,0.1301,978.92,1.067,2.5123,1322.8,5273.56,3,2500.23,3,1,24.21,9.9,78.9
3,4G/LTE,411.03,3.4405,38.47,108.53,0.0508,0.2842,315.49,0.2342,1.2837,835.05,5591.98,2,9640.31,0,0,54.06,14.14,12.43
1,3G,218.66,1.7854,9.27,95.79,0.0672,0.1054,904.99,1.3874,1.8971,1219.44,6956.92,1,13688.99,0,0,24.48,3.58,71.7
2,5G,8.5,0.2014,2.97,396.37,0.417,0.4952,389.27,0.2584,1.054,794.14,5610.13,0,19711.48,0,1,1.49,62.53,13.1
2,4G/LTE,82.97,0.6181,6.69,534.57,0.353,0.3161,221.2,0.2519,1.721,838.74,3450.63,1,23978.2,2,0,8.75,52.25,14.59
3,5G,275.91,2.1933,50.05,48.31,0.0729,0.1732,233.19,0.218,1.6131,557.41,3051.77,3,12934.3,0,0,41.94,6.41,12.96
2,4G/LTE,77.3,0.827,3.51,859.03,0.3317,0.4465,203.81,0.2297,1.1859,1140.14,1360.8,0,22617.49,2,1,8.76,71.15,5.3
3,5G,360.11,4.1176,22.57,86.53,0.1982,0.2009,287.16,0.2327,1.1801,733.8,3965.03,1,21259.03,1,0,50.59,17.93,9.43
3,4G/LTE,588.12,2.1333,38.66,87.25,0.0603,0.2976,200.72,0.1214,1.5346,876.09,7531.31,3,23950.7,0,1,56.69,14.81,8.44
1,Wi-Fi 6/7,32.43,0.0776,5.43,97.48,0.0662,0.1928,1020.23,1.039,2.5001,1150.14,4247.68,0,11298.1,3,1,2.18,9.04,80.28
3,5G,626.74,2.4413,21.33,68.6,0.1837,0.1163,254.83,0.201,1.7861,950.17,6401.24,0,512.7,0,1,55.86,11.0,16.34
1,4G/LTE,66.2,0.9559,9.83,109.61,0.0633,0.2755,836.75,1.2465,2.365,1012.56,2394.78,0,22041.3,0,1,10.69,14.47,72.79
3,4G/LTE,697.77,2.4082,45.56,45.52,0.1567,0.1026,285.98,0.1453,1.504,1029.27,4604.55,0,3947.27,0,1,66.76,7.48,12.67
1,4G/LTE,22.91,0.9344,14.39,134.92,0.1916,0.263,938.57,0.8075,2.2695,1096.4,3003.76,2,4705.91,3,1,9.32,23.19,68.6
2,Wi-Fi 6/7,40.1,0.1706,5.54,367.65,0.2483,0.3713,312.52,0.244,1.7222,720.27,4752.78,1,22950.77,0,1,3.22,42.46,19.03
2,4G/LTE,76.49,0.9132,5.69,331.43,0.3422,0.3941,221.16,0.1574,1.3023,629.08,7217.08,1,13721.15,2,1,9.86,48.79,6.62
3,5G,454.22,2.6302,55.05,104.16,0.1076,0.2132,254.07,0.1005,1.6853,812.45,528.33,0,39959.43,1,0,56.48,13.32,12.99
3,Wi-Fi 6/7,475.71,1.5703,63.58,129.38,0.1819,0.2927,363.81,0.1011,1.572,968.9,7569.68,2,40166.65,1,0,53.82,24.19,16.79
3,Wi-Fi 6/7,685.03,2.7762,32.26,138.73,0.0501,0.1164,208.93,0.1186,1.4184,1032.69,7677.58,2,10263.05,0,1,64.42,4.73,7.05
2,4G/LTE,40.97,0.06,4.08,500.38,0.2157,0.4077,322.58,0.2756,1.4023,863.93,802.65,0,7002.32,0,1,2.19,47.54,15.3
2,5G,29.73,0.3621,4.76,471.4,0.2577,0.4262,332.81,0.1408,1.3372,833.94,5373.94,0,46057.59,2,1,3.53,50.41,12.43
3,3G,522.78,1.9197,34.38,122.35,0.1627,0.1062,216.05,0.2856,1.2892,861.18,3305.27,2,45123.31,0,1,50.34,10.99,8.45
2,Wi-Fi 6/7,12.04,0.058,1.49,428.29,0.2372,0.3188,308.3,0.2437,1.5041,748.63,3692.34,1,45098.25,2,0,0.35,40.72,15.54
1,5G,7.37,0.0773,2.93,103.34,0.1965,0.1236,829.21,1.0738,2.1859,939.92,2306.03,1,16663.63,3,1,0.73,13.62,66.64
3,5G,307.76,2.3853,41.29,117.43,0.1199,0.2459,208.79,0.2333,1.252,633.98,5412.14,0,33225.58,0,0,42.46,16.68,6.6
3,4G/LTE,696.89,1.2346,73.54,116.39,0.1723,0.2823,388.06,0.243,1.4886,1201.34,1134.33,0,20636.15,0,1,67.22,22.41,19.29
2,Wi-Fi 6/7,38.64,0.1674,3.47,867.96,0.376,0.3808,219.93,0.1081,1.2049,1126.53,4910.69,1,24086.37,2,1,2.52,70.33,4.21
2,5G,8.77,0.3421,5.61,1008.95,0.2985,0.3134,334.37,0.221,1.7912,1352.09,3345.31,1,43082.32,0,0,3.08,66.24,20.75
3,2G/EDGE,1335.9,4.0152,78.29,70.54,0.1132,0.1083,227.53,0.2614,1.2933,1633.97,3173.35,2,24541.83,1,1,94.09,5.88,8.66
2,4G/LTE,98.87,0.5057,6.16,876.32,0.4636,0.315,332.68,0.1325,1.5171,1307.87,2303.65,0,39766.74,2,0,8.86,72.37,14.97
