network_latency_ms,packet_loss_pct,network_jitter_ms,gateway_latency_ms,gateway_failure_rate_pct,gateway_timeout_rate_pct,bank_latency_ms,bank_failure_rate_pct,bank_timeout_rate_pct,error_code_category,is_timeout_flag,true_network_degradation,true_gateway_degradation,true_bank_degradation
944.31,4.1189,57.85,47.25,0.0605,0.1751,379.41,0.1988,1.1356,1,1,90.67,5.67,12.77
228.91,2.025,40.91,134.8,0.1911,0.1971,277.86,0.1676,1.7676,1,0,35.56,19.03,16.61
46.66,0.8861,3.36,246.29,0.3955,0.3911,354.55,0.1821,1.516,2,1,7.27,48.96,16.93
25.53,0.4676,7.69,98.19,0.0608,0.1982,562.82,1.2631,1.8965,3,0,4.76,9.04,52.36
1270.8,3.0711,74.12,138.01,0.0974,0.2987,364.64,0.2063,1.6808,1,1,88.43,19.25,20.34
31.38,0.3411,1.05,126.93,0.068,0.2442,860.1,0.8307,2.4175,3,1,2.72,13.47,67.32
83.68,0.4026,14.12,104.08,0.147,0.1749,822.4,1.1241,2.2995,3,1,9.62,13.55,68.9
12.78,0.1752,1.16,255.07,0.3808,0.3154,359.76,0.1714,1.244,2,0,1.05,43.58,12.92
533.42,3.7872,59.31,65.41,0.187,0.1492,364.24,0.1562,1.2035,1,1,69.3,13.16,12.27
45.58,0.0816,4.22,520.74,0.4464,0.4624,380.98,0.2491,1.1956,2,1,2.63,67.1,14.65
141.63,0.8673,24.29,793.62,0.2623,0.3485,397.27,0.1738,1.5837,2,0,18.73,57.95,19.94
665.88,1.3764,34.27,106.01,0.1032,0.2019,359.94,0.1232,1.5129,1,1,55.47,12.39,16.1
27.05,0.0872,5.03,828.16,0.3677,0.3263,260.57,0.194,1.5876,0,0,1.8,64.88,13.52
364.63,3.9496,15.95,68.26,0.1323,0.1369,581.52,1.3427,2.4003,3,1,47.96,8.85,62.27
9.66,0.4528,7.35,109.82,0.1889,0.2623,735.94,0.8742,2.1926,3,1,4.25,22.02,58.51
57.2,0.076,14.4,265.31,0.3277,0.4174,380.75,0.2567,1.1277,0,1,6.19,46.8,13.75
15.46,0.2618,1.72,122.77,0.167,0.1773,991.82,1.1367,2.1955,0,1,1.57,15.74,76.04
31.75,0.0657,2.99,943.45,0.398,0.3208,382.46,0.1677,1.3396,2,0,1.37,70.88,15.43
444.08,1.3024,21.51,57.7,0.0543,0.2819,575.0,1.4298,2.8714,3,1,38.33,12.32,70.57
358.75,4.4386,62.62,66.82,0.1351,0.2561,220.1,0.1057,1.1311,0,0,63.88,16.44,3.07
673.74,4.0699,55.3,90.17,0.0755,0.1986,355.43,0.2094,1.3421,1,1,78.1,9.74,14.86
529.61,1.9607,34.63,107.03,0.123,0.2126,242.26,0.2639,1.1213,0,1,51.06,14.42,6.86
18.71,0.3577,7.02,934.8,0.2389,0.399,351.96,0.1398,1.7283,2,1,3.58,64.84,19.23
721.88,1.5313,32.06,41.05,0.0966,0.2034,790.91,1.4677,2.2294,3,1,59.06,9.61,72.41
358.54,4.0791,49.33,84.86,0.1987,0.2595,225.89,0.2952,1.3754,1,0,57.91,21.56,10.41
57.47,0.8898,3.97,359.02,0.4041,0.3723,260.49,0.1325,1.4281,2,1,8.11,52.59,10.03
187.28,0.432,14.93,80.71,0.0599,0.1698,958.19,0.7579,2.9461,3,1,16.13,6.55,78.85
49.38,0.3124,13.43,54.51,0.1243,0.2906,804.15,0.7159,2.5754,3,1,6.87,17.41,64.84
602.28,4.5815,50.62,78.07,0.1388,0.1682,365.79,0.2093,1.0021,1,1,75.63,11.61,10.27
115.48,0.5576,7.76,763.59,0.3812,0.4519,285.35,0.1348,1.1463,2,1,10.61,71.21,7.08
487.58,2.0714,54.09,96.09,0.1098,0.2292,200.04,0.2758,1.3155,1,0,54.82,14.17,7.87
241.97,4.308,26.86,81.31,0.1646,0.2565,219.48,0.1553,1.2803,1,0,46.01,18.97,6.17
62.36,0.2507,8.0,545.49,0.3806,0.3742,241.03,0.1454,1.3791,0,1,5.71,58.13,8.55
46.36,0.1046,3.4,390.18,0.2146,0.4868,327.17,0.1826,1.5521,2,1,2.58,48.28,16.12
63.44,0.7373,3.11,98.95,0.142,0.2275,570.13,0.8594,2.853,3,1,7.3,16.31,59.86
388.42,1.2845,27.23,90.6,0.1277,0.1426,370.18,0.1671,1.303,1,0,36.59,9.74,14.25
519.57,1.9109,62.29,46.43,0.1226,0.1418,287.35,0.2377,1.3383,1,1,58.08,7.69,11.9
89.37,0.7239,10.57,593.48,0.2032,0.4687,256.8,0.1942,1.329,2,1,10.87,54.01,9.46
156.78,1.296,10.36,125.27,0.0541,0.1206,756.66,1.023,2.1464,3,1,18.21,4.76,61.51
121.03,1.0652,10.38,948.97,0.4196,0.4219,251.91,0.1126,1.4488,2,1,14.73,78.85,9.55
17.7,0.3684,2.17,930.67,0.444,0.3894,384.05,0.2862,1.4264,0,1,2.26,77.75,18.92
53.82,0.3267,6.69,92.15,0.1577,0.2792,870.12,1.4234,2.5459,3,1,5.29,20.34,80.33
50.41,0.3376,13.77,72.47,0.1267,0.2462,599.94,1.2234,2.781,3,1,7.18,15.47,66.77
48.91,0.1364,6.71,928.91,0.3911,0.3888,204.41,0.2148,1.4898,0,1,3.86,74.12,9.62
56.27,0.0629,1.66,111.66,0.0973,0.2317,1093.37,1.2425,2.114,3,1,2.51,14.07,81.78
82.65,1.6848,20.11,81.22,0.1911,0.2533,942.37,1.3038,2.603,3,1,18.97,20.53,82.66
487.07,2.6657,22.51,125.96,0.1473,0.2882,216.13,0.2557,1.5692,1,0,49.33,21.47,12.12
174.72,0.7943,21.72,87.38,0.1227,0.2434,846.95,1.324,1.8173,0,0,19.5,15.59,66.46
1553.86,4.1058,52.31,134.79,0.0524,0.2162,307.31,0.296,1.344,1,1,89.01,10.98,14.03
52.38,0.8574,11.49,126.93,0.057,0.2442,851.33,1.1322,1.8621,3,0,9.76,12.74,63.93
735.77,2.3988,51.13,61.83,0.0657,0.2566,279.2,0.2573,1.3581,1,1,70.53,11.65,12.14
34.28,0.2912,3.73,358.3,0.4272,0.4737,269.71,0.1305,1.6868,0,1,3.08,60.44,14.33
38.78,0.2806,3.77,514.68,0.2326,0.4274,370.27,0.2324,1.5943,2,1,3.29,50.44,19.79
286.03,2.9351,34.28,129.4,0.131,0.2037,384.84,0.2756,1.0228,1,0,42.48,15.23,12.72
518.1,0.888,21.04,47.81,0.1166,0.136,350.98,0.2925,1.3738,1,1,40.07,6.98,16.59
191.64,1.8355,24.05,78.02,0.1589,0.1821,970.21,1.1038,1.822,3,0,27.41,13.82,68.77
512.44,2.9989,29.16,102.06,0.1054,0.2112,333.91,0.1502,1.2867,1,1,54.72,12.97,11.89
571.96,1.3744,47.82,105.88,0.1415,0.2921,236.37,0.2944,1.7348,1,1,53.81,20.58,16.31
557.74,3.3982,50.39,65.94,0.1402,0.1069,251.56,0.226,1.3549,0,1,65.85,7.42,10.15
373.92,2.3924,50.48,108.81,0.1458,0.2577,327.66,0.289,1.453,1,0,49.02,18.82,16.55
42.63,0.2176,3.98,276.87,0.3525,0.491,221.86,0.121,1.5342,2,1,3.2,53.49,9.48
253.91,2.1314,48.54,57.23,0.0535,0.1126,220.93,0.2858,1.5404,1,0,39.84,1.67,12.47
33.22,0.0963,8.73,392.3,0.3867,0.489,240.55,0.1366,1.4155,0,1,3.28,59.97,8.91
37.13,0.2471,2.55,122.38,0.1933,0.2642,511.54,0.9061,1.8714,3,0,2.65,22.91,43.04
35.63,0.3313,4.48,43.21,0.1418,0.2432,667.85,0.877,1.9937,3,0,3.62,15.19,52.17
22.71,0.3302,5.49,335.62,0.2159,0.435,209.53,0.1209,1.3379,0,1,3.14,43.08,5.92
242.44,2.4203,68.14,88.12,0.0696,0.2004,367.51,0.1722,1.4339,1,0,46.5,9.39,16.17
5.84,0.1577,7.22,115.9,0.1305,0.28,722.08,1.196,2.1828,3,1,2.44,19.46,63.42
53.29,0.2173,10.29,87.66,0.1799,0.1064,1003.56,1.4089,2.6748,3,1,5.63,10.85,88.67
452.04,3.1942,54.55,47.15,0.1881,0.1687,325.02,0.1116,1.3909,1,0,59.59,13.77,12.32
529.02,3.2539,45.18,83.74,0.1844,0.1074,375.4,0.1851,1.2631,1,1,61.8,11.06,14.24
166.79,1.6779,14.56,821.2,0.2586,0.302,395.3,0.2798,1.2402,2,0,22.29,55.83,16.58
451.07,3.3566,57.98,83.84,0.1221,0.2979,397.03,0.1705,1.5836,0,0,61.49,18.82,19.86
465.79,3.615,40.61,80.32,0.1801,0.1722,398.54,0.168,1.6005,1,0,58.94,14.7,20.15
652.28,4.0929,39.5,89.65,0.0765,0.152,338.26,0.2933,1.49,1,1,72.46,6.88,17.71
285.07,1.6642,57.92,107.37,0.1178,0.1862,368.18,0.2141,1.5992,1,0,41.55,12.43,19.43
110.4,0.5459,11.06,376.71,0.2582,0.3216,298.23,0.1623,1.3955,0,0,11.18,40.36,11.96
517.23,3.8061,36.56,68.55,0.0736,0.1898,1016.63,0.9904,1.8747,3,0,61.96,8.26,69.85
43.05,0.3692,2.35,138.16,0.0768,0.1192,923.45,1.1764,2.4462,0,1,3.67,6.67,77.09
28.34,0.9321,9.96,106.7,0.1867,0.1691,529.96,1.365,2.7201,3,1,8.36,15.93,64.89
42.55,0.0821,2.07,893.49,0.2575,0.3735,293.23,0.1166,1.1105,2,1,1.84,62.93,6.62
39.97,0.1213,5.22,83.24,0.1743,0.2646,654.54,0.938,2.1556,3,1,2.82,20.2,55.03
31.07,0.6462,13.99,85.26,0.1439,0.2218,655.85,1.0024,2.3308,3,1,7.95,15.57,58.87
592.59,3.7683,47.61,111.15,0.1082,0.2183,309.29,0.2946,1.5859,0,1,69.32,13.94,17.73
233.78,1.1265,11.28,99.26,0.1317,0.1178,734.79,1.25,2.0397,3,1,21.99,8.78,62.87
90.35,0.8866,3.9,84.59,0.1411,0.2353,988.77,1.4918,1.8728,0,0,10.0,16.2,77.38
269.07,0.9174,11.72,88.7,0.0555,0.2201,798.07,1.3474,2.0759,3,1,22.93,9.7,68.32
106.18,0.3794,3.23,682.81,0.4838,0.3941,344.34,0.1586,1.4391,2,1,7.7,71.41,14.85
49.98,0.1302,6.4,120.44,0.0874,0.1084,451.08,1.2808,2.256,3,1,3.8,6.03,52.48
125.32,0.3016,8.67,137.73,0.0864,0.2327,639.99,1.2825,2.5203,3,1,9.91,14.39,65.92
611.43,3.4561,15.88,74.94,0.1495,0.1261,944.15,0.9299,2.385,3,1,59.49,9.57,72.8
32.5,0.3167,2.67,123.15,0.1423,0.2394,808.34,1.1713,2.8982,3,1,2.83,17.98,78.02
19.68,0.09,5.11,82.12,0.1166,0.2098,551.99,1.3551,2.0338,3,1,1.43,12.88,55.52
38.06,0.2537,4.88,473.94,0.4952,0.3375,230.13,0.1538,1.736,2,0,3.41,60.8,13.51
20.25,0.6392,11.06,541.27,0.4259,0.3459,227.63,0.188,1.5024,2,0,6.44,59.23,10.49
15.94,0.2247,1.96,50.19,0.1867,0.2641,941.12,1.0504,2.2109,3,1,1.35,19.75,72.19
28.61,0.1557,5.34,71.02,0.0619,0.189,789.53,1.1756,2.9143,3,1,2.39,7.52,77.4
34.3,0.0273,6.88,44.48,0.1859,0.2077,926.1,0.9441,2.1234,0,1,2.4,15.96,68.23
236.59,2.5367,39.42,51.19,0.1844,0.1532,355.61,0.1973,1.7103,1,0,38.65,12.7,20.17
656.66,4.1754,39.14,76.69,0.1906,0.2026,395.34,0.1873,1.7259,0,1,73.11,17.16,22.21
411.01,3.6023,42.46,104.05,0.1879,0.2887,244.43,0.2585,1.7657,0,0,56.17,23.39,16.54
50.97,0.8462,11.19,239.3,0.219,0.4347,282.86,0.1525,1.7038,2,1,9.52,39.66,15.64
25.98,0.3181,2.44,282.94,0.4768,0.3218,357.3,0.2431,1.036,2,0,2.39,51.43,10.96
442.75,2.1313,43.97,74.15,0.1627,0.2919,223.68,0.207,1.52,1,0,49.65,20.79,10.89
10.64,0.2618,4.56,76.93,0.1899,0.2655,834.68,1.4368,2.6335,3,1,2.3,21.06,80.11
141.62,1.6534,22.45,62.04,0.0644,0.2696,768.92,1.3979,1.8834,0,0,22.92,12.39,64.87
57.09,0.1448,3.02,97.54,0.0952,0.1036,660.43,1.3922,2.1043,3,1,3.34,5.4,62.66
40.56,0.7679,8.42,135.85,0.0891,0.2365,1132.08,1.362,2.2321,3,1,7.65,14.73,86.02
23.1,0.2132,4.68,671.51,0.4205,0.3013,318.71,0.2051,1.4116,2,0,2.23,60.96,13.99
6.5,0.0104,4.07,622.16,0.4871,0.3906,384.0,0.1905,1.4129,2,1,0.65,69.13,17.01
553.1,1.5108,19.44,127.25,0.0963,0.1588,376.99,0.2153,1.1674,0,1,45.41,10.03,13.42
258.21,1.1027,10.6,56.69,0.1695,0.2406,715.68,1.2092,2.8551,3,1,23.09,17.38,73.42
420.68,1.5359,23.44,81.84,0.1263,0.1954,684.93,1.0166,2.1584,3,1,38.91,12.62,57.99
562.94,3.566,38.66,680.58,0.3263,0.3517,354.56,0.2258,1.6321,2,1,63.81,58.17,19.46
227.24,0.9373,18.6,139.75,0.198,0.1707,637.04,1.0618,2.2531,3,1,22.56,18.03,57.82
758.76,3.6849,25.01,517.6,0.3867,0.3521,229.69,0.2505,1.4311,2,1,72.14,56.11,10.64
40.03,0.3456,1.03,51.79,0.1339,0.2956,578.86,0.8223,2.2353,3,1,3.25,18.26,50.37
119.52,0.4292,10.38,76.52,0.1089,0.2391,1041.64,0.7714,2.0534,3,1,10.82,13.99,69.87
33.21,0.3741,9.55,264.95,0.3296,0.3148,202.71,0.1031,1.2372,0,0,5.18,40.5,3.75
414.34,1.3908,16.71,58.8,0.1608,0.1526,324.32,0.2385,1.1761,1,0,35.74,11.38,11.33
108.74,1.8877,10.45,60.44,0.0869,0.2866,648.84,1.369,2.2898,3,1,18.96,14.89,64.45
131.69,1.3523,8.3,103.47,0.1498,0.1478,667.27,1.0704,2.8915,3,1,16.48,12.02,69.06
788.36,3.9579,83.87,84.14,0.0796,0.2692,243.88,0.2106,1.2608,1,1,88.95,14.2,8.08
19.77,0.054,5.35,103.61,0.0747,0.186,756.19,1.4914,1.8657,3,0,1.28,9.41,65.64
28.59,0.4242,6.1,97.96,0.098,0.1396,632.15,1.1125,2.0029,3,1,4.22,7.85,54.73
80.44,0.3376,5.4,94.26,0.116,0.178,585.88,0.971,2.2941,0,1,6.55,11.31,54.26
23.8,0.4792,2.47,43.83,0.1809,0.2504,818.47,1.4609,2.406,3,1,3.23,18.27,76.32
268.31,2.5283,46.65,115.69,0.1984,0.1524,307.55,0.1416,1.6829,1,0,42.53,16.01,16.36
273.86,0.8171,19.12,88.75,0.1049,0.2291,1039.95,1.1873,2.7688,3,1,24.73,13.56,87.95
521.8,2.0204,55.47,132.86,0.1363,0.2102,304.37,0.2977,1.5794,1,1,56.92,16.12,17.44
32.62,0.0737,7.93,82.52,0.1258,0.2295,513.45,1.0076,2.0396,3,1,2.88,14.74,47.47
495.89,3.5689,36.44,132.22,0.1005,0.2129,215.61,0.1804,1.6221,0,0,59.25,13.88,11.55
114.98,0.1941,3.98,83.16,0.1742,0.1947,708.99,1.4591,1.8729,3,0,7.32,15.82,62.81
47.43,0.2355,3.98,110.54,0.1333,0.2741,587.99,1.3688,2.3068,3,1,3.59,19.08,61.66
81.08,0.9014,9.68,113.33,0.118,0.2048,968.7,1.482,2.7838,3,1,11.2,13.83,89.87
56.91,0.1624,12.77,60.12,0.1632,0.1948,557.06,0.763,2.1922,3,1,6.22,14.23,47.58
10.73,0.2229,4.53,640.92,0.3266,0.3356,311.62,0.1249,1.6748,0,0,2.06,55.7,16.15
104.55,0.8104,9.11,1082.49,0.2752,0.4651,272.15,0.1264,1.0324,2,1,11.87,76.93,4.56
45.07,0.1153,1.17,66.11,0.0918,0.2819,512.84,0.8245,2.5565,3,1,2.17,15.13,51.93
192.15,1.1841,20.29,818.11,0.3142,0.4502,336.52,0.2301,1.0221,2,1,22.46,68.68,9.48
12.76,0.3283,2.34,81.19,0.0755,0.1044,714.99,1.1012,2.0972,3,1,2.07,3.52,60.09
269.58,1.1597,17.02,98.49,0.1664,0.1957,524.13,0.8523,1.8006,3,0,25.93,15.93,41.65
20.08,0.2091,3.46,782.85,0.2728,0.4431,291.44,0.2744,1.4358,0,1,1.68,64.15,14.22
21.94,0.0944,12.55,849.58,0.2639,0.3973,301.22,0.1119,1.1005,2,1,3.69,63.2,6.78
82.49,0.6329,9.66,369.94,0.2844,0.4895,227.43,0.2758,1.1627,2,1,9.66,52.34,6.95
81.53,0.4806,8.04,421.37,0.2755,0.368,293.07,0.1088,1.7107,2,1,8.23,46.08,15.47
46.18,0.6558,14.45,108.57,0.189,0.2568,700.01,1.377,2.8865,3,1,9.03,21.64,76.1
369.02,2.8115,38.56,122.61,0.1172,0.1771,314.46,0.2858,1.4275,1,0,47.85,12.4,15.45
503.18,2.675,39.11,109.86,0.1907,0.2835,312.02,0.226,1.2397,1,1,55.08,23.47,11.45
814.22,2.4142,67.11,72.82,0.1928,0.2219,205.75,0.1156,1.7838,1,1,79.81,18.37,12.32
41.72,0.7711,12.41,132.27,0.1064,0.2013,825.05,0.9717,2.3138,3,1,8.88,13.55,66.53
107.64,0.4716,6.42,129.6,0.1792,0.1328,505.53,1.4778,2.4702,3,1,9.25,14.02,61.93
233.31,1.3236,20.68,413.41,0.4961,0.4457,356.57,0.106,1.3057,2,1,25.83,65.35,12.52
31.96,0.0102,7.01,410.19,0.2214,0.3244,348.14,0.1259,1.4008,2,0,2.2,39.33,13.88
591.34,4.5948,25.35,87.1,0.1349,0.2827,221.56,0.1474,1.7488,1,1,67.85,18.84,13.16
534.36,4.4453,51.81,88.35,0.0905,0.1459,311.14,0.2352,1.3423,0,1,71.16,7.38,13.11
161.25,2.2399,36.02,49.61,0.1731,0.2455,252.37,0.1288,1.7986,0,0,31.47,17.66,15.11
45.14,0.2189,3.72,105.38,0.1081,0.2294,575.06,1.1397,2.8654,0,1,3.28,14.41,65.3
72.5,0.3483,7.5,1173.45,0.4673,0.4829,382.24,0.1483,1.7571,0,1,6.75,94.26,21.33
45.01,0.0512,10.81,44.25,0.0816,0.2445,814.26,1.4445,1.8894,3,0,4.3,11.3,68.06
71.75,0.5656,10.03,661.45,0.4109,0.4058,252.12,0.2214,1.711,0,1,8.73,66.48,15.44
8.06,0.4706,1.86,741.42,0.4451,0.4116,310.21,0.1319,1.3314,0,1,2.82,72.12,11.05
559.55,3.8294,50.02,52.46,0.1319,0.1507,340.29,0.2312,1.2018,1,1,68.43,9.1,12.38
774.17,3.9255,38.75,83.23,0.1801,0.285,382.36,0.1084,1.5155,1,1,78.42,21.86,17.0
23.88,0.0591,6.3,528.78,0.3688,0.3715,333.9,0.2798,1.5576,2,1,1.81,56.55,18.27
56.47,0.4213,6.35,694.58,0.2949,0.4563,274.64,0.1228,1.626,2,1,5.92,63.14,13.53
35.03,0.1774,5.26,113.98,0.1032,0.1932,643.33,1.0468,2.3071,3,1,2.88,12.15,58.68
457.38,3.0656,26.13,1152.97,0.4059,0.4029,264.78,0.2953,1.2351,0,1,51.02,84.39,10.25
245.96,0.7693,15.54,48.7,0.093,0.2563,924.45,1.2439,2.7732,0,1,21.78,12.96,83.25
51.22,0.4561,10.74,114.52,0.0848,0.1811,804.73,1.4274,2.2443,3,1,7.07,10.18,72.6
41.98,0.5321,3.48,130.48,0.1728,0.2452,1091.23,0.9224,2.7356,3,1,4.91,20.65,85.28
289.19,2.156,57.8,42.47,0.0724,0.2811,276.04,0.1733,1.4426,1,0,44.71,12.9,11.75
91.46,0.6772,6.36,135.49,0.1607,0.2109,639.09,0.9848,2.7094,0,1,9.51,17.89,63.4
482.92,1.5648,23.97,51.78,0.1533,0.1066,296.52,0.1392,1.1355,0,0,42.9,7.74,7.56
48.09,0.8399,12.2,1254.23,0.4818,0.4256,261.67,0.2939,1.5943,2,1,9.61,94.14,15.46
473.23,2.0372,49.42,44.23,0.1919,0.1686,230.8,0.1454,1.729,0,0,52.43,13.91,13.29
328.88,3.3476,58.46,134.93,0.1478,0.2409,308.99,0.1741,1.2827,1,0,54.39,18.89,11.01
45.14,0.1065,5.31,558.33,0.2071,0.3959,388.76,0.2631,1.1594,2,1,3.06,48.4,14.74
54.52,0.9216,6.49,87.0,0.1835,0.2415,400.83,1.2047,2.3372,0,1,8.84,19.51,49.83
25.73,0.063,5.56,902.44,0.4152,0.3993,343.91,0.1702,1.5882,0,1,1.73,75.39,17.27
446.2,3.9748,31.31,139.82,0.184,0.1723,371.6,0.2998,1.7965,1,0,57.29,17.2,24.1
771.43,4.1758,72.06,125.67,0.0826,0.169,225.29,0.1848,1.2718,1,1,89.26,9.7,6.86
296.85,0.8437,9.85,51.88,0.0966,0.1075,729.84,0.8126,2.3158,3,1,23.59,4.02,58.95
8.88,0.3459,1.25,770.86,0.4202,0.4404,367.02,0.2728,1.3731,2,1,2.08,73.36,17.03
232.19,1.4463,24.66,138.56,0.153,0.1487,925.46,1.4282,2.2594,3,1,27.63,13.61,78.88
39.74,0.2606,3.56,65.45,0.1182,0.1586,724.64,1.3581,2.6435,3,1,3.17,9.16,73.35
540.87,1.3214,35.95,120.24,0.1506,0.2884,246.9,0.1358,1.2108,1,1,48.27,21.49,6.15
609.22,2.6037,16.31,111.16,0.0815,0.2589,925.15,1.3449,2.7382,0,1,54.37,14.7,84.56
21.37,0.3406,3.78,726.73,0.4648,0.4345,304.92,0.1741,1.5448,2,1,2.63,74.31,14.74
780.16,2.8558,58.3,103.73,0.1912,0.1346,288.24,0.2162,1.0048,0,1,77.94,13.97,6.56
978.64,5.3525,83.07,100.01,0.1455,0.1222,284.18,0.2687,1.6775,1,1,100.0,10.0,17.38
461.11,1.2512,45.23,92.73,0.0771,0.165,242.42,0.186,1.5103,0,0,45.81,7.85,11.31
892.84,2.3799,53.55,94.26,0.0988,0.1525,372.16,0.1661,1.3488,1,1,79.01,8.57,15.02
22.85,0.2162,6.94,226.29,0.4908,0.3217,352.7,0.2123,1.6624,2,0,2.88,50.23,19.58
605.62,3.1234,39.58,865.78,0.2716,0.3623,276.92,0.1365,1.3829,0,1,63.93,62.13,10.24
241.62,1.2297,9.7,303.73,0.2753,0.3878,298.83,0.1297,1.2568,2,1,22.61,42.9,9.32
35.01,0.1728,7.63,124.51,0.1974,0.2384,789.09,1.4847,2.5521,3,1,3.53,21.65,77.46
34.51,0.1463,1.43,56.25,0.1843,0.2372,728.53,1.1579,2.2854,3,1,1.73,18.14,64.6
282.78,1.6303,10.09,899.6,0.3817,0.3149,381.26,0.1562,1.7201,2,0,27.55,67.78,20.87
364.46,2.1445,34.54,42.71,0.0851,0.1571,217.12,0.1023,1.4022,0,0,42.43,6.01,6.93
534.87,1.8305,51.45,95.63,0.0716,0.1932,271.32,0.1315,1.0311,1,1,55.4,9.35,4.59
38.02,0.3848,4.8,69.81,0.1321,0.1916,913.48,0.7664,2.6961,0,1,4.17,12.32,73.02
10.21,0.0607,1.65,108.12,0.1059,0.2467,919.78,1.1386,2.4474,0,1,0.36,15.45,76.25
100.47,1.186,17.03,1144.2,0.3635,0.3531,394.92,0.1212,1.2501,2,1,16.14,78.13,13.88
572.92,1.6118,16.67,331.37,0.308,0.4557,248.35,0.151,1.1181,2,1,46.39,50.36,5.1
260.24,1.711,33.47,92.83,0.1205,0.2767,273.78,0.1912,1.7038,1,0,33.39,17.72,15.87
44.25,0.571,6.48,121.17,0.102,0.2322,721.44,1.3644,1.8151,3,0,6.13,14.77,60.88
719.12,1.7404,28.9,135.9,0.1619,0.2655,380.06,0.1934,1.6993,0,1,59.25,21.4,21.16
392.4,2.8788,46.59,41.54,0.1682,0.1936,308.39,0.1275,1.3497,1,0,51.92,13.79,11.16
10.05,0.3674,5.6,41.35,0.185,0.2894,585.47,0.9791,2.7108,3,1,3.23,20.89,60.63
64.09,0.346,8.38,847.67,0.3092,0.3498,281.96,0.1299,1.6792,0,0,6.49,63.18,14.82
418.14,2.1234,56.02,74.91,0.1755,0.2346,231.33,0.287,1.1931,0,0,51.59,18.09,7.8
211.37,4.5306,62.43,100.25,0.1781,0.2739,245.55,0.1533,1.0565,1,0,55.71,21.67,4.08
129.37,1.2383,12.28,90.32,0.0953,0.2012,822.09,1.2949,2.6407,3,1,16.8,11.23,77.05
257.01,1.5671,46.73,130.47,0.185,0.2544,250.24,0.1976,1.0926,1,0,36.12,22.04,5.64
1219.5,3.949,87.72,101.67,0.0721,0.1176,223.37,0.2026,1.3867,1,1,93.69,4.89,8.8
42.62,0.421,5.25,705.33,0.2667,0.4294,224.34,0.1082,1.2321,2,1,4.79,59.98,4.84
32.87,0.3497,8.61,636.4,0.2914,0.3815,304.57,0.2483,1.7049,2,1,4.74,56.05,18.45
404.1,3.6093,48.32,60.66,0.0645,0.2163,296.35,0.2938,1.3448,0,0,57.48,9.01,13.45
690.41,1.5391,40.9,41.51,0.1836,0.1626,294.58,0.2278,1.0973,1,1,59.78,12.88,8.47
522.16,4.4983,37.59,55.59,0.0657,0.1664,277.17,0.164,1.7687,0,1,66.7,5.78,16.53
45.98,0.3839,4.87,130.6,0.0852,0.1395,901.9,0.8495,2.5643,3,1,4.65,8.21,71.94
436.95,2.5515,55.41,138.66,0.0748,0.1271,271.4,0.2308,1.6038,1,0,55.1,7.05,14.96
658.27,1.5083,21.96,121.26,0.1713,0.2908,373.21,0.1433,1.5444,0,1,52.3,23.06,17.6
29.09,0.9003,4.42,837.71,0.4143,0.3075,214.14,0.124,1.4544,0,0,6.63,67.17,7.95
29.77,0.4952,3.98,108.21,0.1686,0.2925,741.0,1.438,2.5527,0,1,4.11,22.5,74.23
20.34,0.4317,4.27,42.43,0.1737,0.2832,619.1,1.0949,2.324,3,1,3.26,19.79,58.58
301.44,3.8624,52.0,71.86,0.1318,0.2057,221.35,0.1877,1.6681,1,0,54.02,13.25,12.66
399.91,1.1036,44.04,69.55,0.0553,0.1954,314.41,0.2812,1.6839,1,0,40.98,7.42,19.21
52.89,0.5833,13.56,493.58,0.4791,0.3094,203.74,0.2619,1.5917,0,0,8.74,58.7,11.95
502.19,3.5961,16.09,82.89,0.1643,0.2906,1147.73,0.7283,2.6951,3,1,53.97,21.14,81.65
587.3,3.7083,28.74,139.47,0.1631,0.2486,317.18,0.1686,1.3909,1,1,63.26,20.56,12.95
48.88,0.1943,4.2,136.92,0.0548,0.1671,884.67,0.929,2.1092,3,1,3.49,8.15,65.68
34.15,0.026,5.06,822.76,0.4894,0.3841,233.66,0.1629,1.1157,2,1,1.86,76.4,4.54
442.36,1.0797,37.47,70.19,0.0741,0.1092,242.31,0.2392,1.3596,0,0,41.46,3.31,10.0
971.06,2.1203,65.87,96.74,0.0576,0.1891,283.13,0.1384,1.288,1,1,80.97,8.2,9.16
112.53,0.7676,7.6,811.48,0.355,0.4439,235.15,0.2704,1.0591,2,1,11.65,70.76,5.69
897.81,4.4655,81.06,82.03,0.1609,0.2188,334.82,0.2076,1.4385,1,1,96.79,16.39,15.24
871.4,4.2454,70.65,68.32,0.0834,0.1284,303.61,0.1353,1.043,0,1,95.09,5.06,6.46
36.04,0.0445,6.11,108.6,0.146,0.1536,606.78,1.4898,2.6955,3,1,2.38,12.32,70.59
232.17,1.8637,17.11,235.7,0.3902,0.4146,265.85,0.2026,1.5475,2,1,27.98,49.68,13.34
42.86,0.3664,6.95,836.89,0.2025,0.471,350.32,0.2913,1.0105,0,1,4.96,63.24,11.09
222.66,1.2987,9.74,555.47,0.2537,0.3507,353.98,0.2701,1.4642,2,1,21.92,48.58,17.7
108.31,0.5488,19.26,832.95,0.2833,0.4235,249.7,0.2475,1.6217,2,1,13.42,65.51,14.44
