gateway_latency_ms,bank_latency_ms,total_latency_ms,packet_loss_pct,payment_stage,error_code_category,is_timeout_flag,order_amount_inr,retry_count,action_label
963.26,3055.05,4018.31,1.31,1,0,1,2961.04,0,2
523.99,1169.78,1693.77,2.46,1,0,0,373.54,0,0
132.06,313.24,445.3,3.96,1,1,0,1404.86,1,1
525.93,356.78,882.72,1.97,2,1,0,14978.56,0,1
1697.76,1568.0,3265.76,0.44,1,0,1,8491.15,3,2
202.56,589.42,791.98,0.75,1,3,0,6678.86,1,0
69.8,1511.97,1581.77,3.03,3,1,0,14238.85,1,1
711.48,583.13,1294.61,18.85,0,0,1,728.79,0,2
219.4,1831.49,2050.89,0.61,1,2,1,1042.61,0,2
123.63,3575.68,3699.31,0.83,3,1,0,12499.22,1,1
962.84,2395.39,3358.23,5.25,2,3,0,8049.96,0,0
813.12,2514.53,3327.65,2.99,1,1,0,514.83,0,1
850.58,268.25,1118.83,0.73,1,1,0,2111.18,0,1
258.62,1834.72,2093.34,1.0,3,1,0,3574.49,1,1
955.73,723.87,1679.59,1.6,1,0,0,9155.67,0,0
1131.83,1067.96,2199.78,0.65,2,1,0,6664.99,2,1
956.96,335.5,1292.46,6.5,0,0,0,9794.04,0,1
175.24,370.92,546.16,0.59,1,0,0,13785.97,0,0
359.64,346.0,705.64,0.05,3,1,0,6878.77,1,1
122.14,850.43,972.57,3.79,2,0,0,8140.96,3,1
942.2,285.3,1227.5,3.77,2,1,0,1989.35,0,1
397.62,89.38,486.99,1.42,1,1,0,1047.66,0,1
463.32,934.19,1397.51,1.55,0,1,0,3344.93,0,1
1600.76,978.8,2579.56,6.68,2,3,0,11874.87,0,0
89.14,247.21,336.35,2.76,1,0,0,8016.97,0,0
734.91,248.28,983.18,5.69,1,0,0,6838.0,0,1
54.4,405.29,459.69,2.32,1,0,0,9385.27,0,0
102.86,84.21,187.07,1.88,1,0,0,411.55,0,0
1044.88,433.75,1478.63,1.33,2,1,0,6962.68,0,1
176.27,948.98,1125.25,0.17,3,0,0,11165.28,0,0
211.73,311.5,523.23,4.23,1,2,1,786.43,2,2
2951.97,3979.69,6931.66,1.06,1,2,1,3404.51,0,2
308.92,537.27,846.2,3.94,2,0,0,2297.05,0,0
2085.8,1186.59,3272.39,10.71,3,3,0,14397.92,0,0
247.73,82.49,330.22,5.89,2,0,0,885.38,0,1
1192.23,1368.91,2561.14,2.83,2,0,1,1223.64,0,2
678.49,2980.53,3659.02,7.61,2,1,0,226.58,0,1
785.41,1249.27,2034.68,3.23,2,1,0,5807.58,0,1
992.99,490.53,1483.53,8.14,1,1,0,2930.03,0,1
676.13,897.71,1573.84,3.53,3,2,1,4620.13,0,2
303.88,346.76,650.64,1.19,1,2,1,7792.09,0,2
2264.08,211.25,2475.33,6.07,3,1,0,8081.77,3,1
3148.43,509.64,3658.07,19.53,1,0,1,3086.99,0,2
870.24,1298.47,2168.71,0.91,1,2,1,14071.8,1,2
839.16,1373.49,2212.65,7.92,3,1,0,8357.3,0,1
176.85,2536.25,2713.1,1.52,2,0,1,1905.22,0,2
708.12,2361.96,3070.09,1.55,2,0,1,8356.08,1,2
204.38,559.65,764.03,4.07,1,0,0,6420.36,0,0
426.22,281.13,707.35,1.75,1,1,0,14489.98,0,1
96.58,635.14,731.72,2.83,1,3,0,14116.28,0,0
2326.77,396.4,2723.17,2.68,3,1,0,4267.14,0,1
75.78,397.87,473.66,1.41,2,2,1,8442.37,2,2
204.96,1452.98,1657.94,5.53,1,0,0,8538.21,0,1
79.08,1147.69,1226.77,2.51,3,3,0,3219.29,0,0
835.37,2028.29,2863.66,4.0,0,0,1,9989.64,0,2
28.72,275.76,304.48,0.54,2,0,0,4787.36,0,0
2430.52,753.47,3183.99,1.25,0,0,1,14196.53,0,2
567.34,3442.32,4009.65,0.58,1,3,0,4617.8,0,0
1628.98,1529.29,3158.27,1.84,2,2,1,1186.19,0,2
73.64,158.27,231.92,7.8,1,1,0,2615.62,2,1
603.98,1265.94,1869.92,6.64,2,2,1,13597.16,0,2
82.49,1728.97,1811.46,6.39,1,3,0,12540.86,0,0
386.73,306.93,693.66,5.81,1,0,0,5564.16,2,1
564.65,1604.33,2168.99,2.19,1,0,0,11155.73,2,1
457.66,1075.56,1533.21,4.68,0,0,0,2052.12,0,0
1074.09,1010.49,2084.58,1.45,1,0,0,11524.85,0,0
49.46,1497.28,1546.75,4.74,1,0,0,1176.22,0,0
175.95,303.79,479.74,1.41,1,3,0,13420.2,0,0
1374.02,153.7,1527.73,11.24,2,1,0,10500.06,3,1
959.37,357.5,1316.87,3.06,2,0,0,8467.76,0,0
2059.55,1135.7,3195.25,0.06,1,1,0,7445.44,0,1
1023.08,1281.88,2304.96,9.62,1,3,0,7691.68,0,0
1057.05,1023.77,2080.82,5.65,2,0,0,4817.38,0,1
912.12,183.12,1095.24,2.72,1,0,0,11175.96,1,0
891.33,1984.34,2875.67,2.73,1,1,0,5124.47,0,1
22.58,541.18,563.76,11.82,1,0,1,10709.87,2,2
2248.9,2318.29,4567.2,1.48,2,1,0,11606.79,0,1
139.98,2524.79,2664.77,6.92,1,1,0,121.28,3,1
790.19,630.19,1420.39,15.52,1,2,1,8597.66,0,2
133.73,1161.32,1295.06,0.55,3,2,1,1495.5,0,2
311.68,744.54,1056.21,6.85,3,0,0,10073.84,0,1
2909.85,388.48,3298.33,1.59,2,0,1,1908.44,0,2
287.01,1756.98,2043.99,6.34,1,1,0,3842.76,0,1
720.49,3264.67,3985.16,7.3,1,0,1,14086.92,0,2
176.26,497.54,673.8,0.03,2,0,0,237.09,2,1
514.1,745.66,1259.76,7.96,1,0,0,1839.54,0,1
1652.79,536.85,2189.64,1.42,1,3,0,3157.29,3,0
213.86,2428.82,2642.69,5.61,2,0,1,10352.95,0,2
101.34,1603.08,1704.42,2.77,1,2,1,13527.55,0,2
503.8,1129.15,1632.96,6.97,1,0,0,6414.74,0,1
1143.71,1043.08,2186.79,0.48,1,0,0,12868.56,3,1
431.24,110.1,541.34,1.13,3,0,0,3779.78,0,0
1545.33,606.57,2151.9,5.32,1,2,1,4233.66,1,2
1485.37,115.85,1601.23,1.13,1,0,0,7975.9,0,0
80.81,2174.85,2255.66,1.12,2,0,0,8585.29,0,0
122.05,79.39,201.44,4.27,1,0,0,4088.26,0,0
1850.58,72.93,1923.52,11.58,1,2,1,9788.8,0,2
31.6,955.82,987.42,2.03,0,2,1,8117.61,1,2
1986.57,649.37,2635.94,3.92,0,0,1,205.74,0,2
156.1,577.88,733.98,1.82,2,0,0,9751.03,2,1
119.45,521.29,640.75,1.46,1,0,0,4382.3,0,0
59.53,1251.25,1310.78,2.47,0,1,0,5814.66,3,1
1403.54,643.29,2046.83,9.34,2,0,0,7554.55,0,1
165.49,350.3,515.79,0.72,2,0,0,10569.18,0,0
2198.94,1445.97,3644.91,0.28,1,0,1,11118.17,0,2
348.31,164.16,512.47,3.81,1,2,1,5746.44,0,2
1635.7,635.77,2271.47,0.49,2,2,1,9305.42,0,2
3708.46,951.11,4659.57,7.52,2,0,1,12787.9,0,2
332.79,1987.7,2320.49,4.43,2,2,1,1777.88,0,2
145.22,1274.84,1420.07,4.36,1,0,0,849.81,0,0
455.41,211.22,666.63,1.79,1,0,0,13436.77,2,1
398.93,1242.48,1641.41,5.85,1,1,0,6802.08,0,1
739.24,454.35,1193.59,3.84,3,1,0,1906.85,0,1
67.43,371.43,438.85,1.33,2,1,0,6597.45,0,1
550.13,2437.31,2987.44,4.1,3,0,1,8158.32,1,2
1449.14,2399.13,3848.27,4.18,3,2,1,14686.32,0,2
961.85,1664.28,2626.13,3.08,1,1,0,1937.45,1,1
1066.01,2075.53,3141.54,6.05,3,0,1,12595.46,1,2
227.84,354.21,582.06,7.74,1,0,0,3020.1,1,1
926.6,908.15,1834.75,3.05,1,0,0,11642.63,3,1
116.43,110.83,227.26,0.05,3,1,0,8431.14,1,1
445.66,212.55,658.22,2.73,2,3,0,6263.62,0,0
1200.17,302.85,1503.03,1.96,1,0,0,4914.86,0,0
1421.07,402.83,1823.9,1.55,1,0,0,13113.08,0,0
1155.92,836.03,1991.95,1.27,1,0,0,5598.36,2,1
116.14,1297.02,1413.17,6.87,2,1,0,4815.38,0,1
1640.31,1319.52,2959.83,3.58,1,0,1,13254.26,0,2
130.37,52.16,182.53,0.14,1,1,0,6222.9,0,1
1021.65,496.06,1517.72,2.27,3,1,0,12511.61,0,1
822.79,911.56,1734.35,4.12,2,0,0,10070.4,0,0
163.56,1406.12,1569.68,0.45,1,0,0,6948.53,0,0
395.51,930.57,1326.07,6.12,2,0,0,8984.25,0,1
130.38,1177.65,1308.03,0.49,2,2,1,832.31,1,2
137.35,427.84,565.2,0.2,2,0,0,10159.44,1,0
955.57,810.36,1765.93,0.08,2,0,0,7442.44,0,0
1337.88,1657.62,2995.5,1.22,0,0,1,875.15,0,2
172.16,113.58,285.73,6.01,1,0,0,9799.48,0,1
932.12,1372.72,2304.84,8.66,1,2,1,9818.73,0,2
123.53,480.29,603.82,2.07,2,0,0,5779.09,1,0
272.59,2957.26,3229.85,0.5,2,2,1,1335.43,0,2
237.07,628.48,865.54,11.06,3,0,1,2127.24,0,2
1316.39,329.24,1645.63,13.55,2,3,0,5077.28,0,0
1761.5,666.69,2428.19,4.02,2,0,0,9544.36,0,0
282.78,563.83,846.61,0.04,0,0,0,5340.48,0,0
1663.23,1484.64,3147.87,1.82,1,1,0,7287.11,0,1
88.6,321.5,410.1,0.25,1,1,0,3525.78,3,1
1764.91,821.09,2585.99,2.05,1,0,1,3218.66,0,2
2199.78,663.2,2862.98,3.01,0,0,1,7636.56,0,2
123.53,1829.22,1952.74,1.92,2,1,0,13969.41,0,1
586.56,141.37,727.93,0.49,1,0,0,6927.97,0,0
336.85,1851.12,2187.96,0.03,2,0,0,6033.93,2,1
1925.01,1606.3,3531.31,1.23,2,0,1,1986.89,1,2
1345.9,140.07,1485.97,3.66,1,3,0,5315.1,0,0
748.84,1926.96,2675.8,5.29,2,1,0,12738.23,1,1
264.26,1787.67,2051.92,0.81,0,0,0,1191.36,0,0
81.54,630.09,711.64,1.13,1,1,0,8207.22,0,1
1716.74,876.91,2593.64,0.28,3,1,0,4766.41,0,1
39.69,234.97,274.67,5.09,1,2,1,9795.79,1,2
352.26,595.67,947.93,3.36,2,1,0,4048.01,0,1
180.6,834.08,1014.68,2.46,1,0,0,5821.88,0,0
124.19,1092.31,1216.49,1.33,1,3,0,2808.95,0,0
434.2,1232.77,1666.97,4.23,1,0,0,7739.97,0,0
1785.86,323.55,2109.41,0.62,1,0,0,12420.33,0,0
285.07,493.9,778.97,11.25,1,2,1,8403.05,3,2
290.1,687.86,977.96,1.48,2,0,0,14502.2,0,0
717.76,2290.24,3008.01,7.36,1,0,1,6722.75,0,2
150.17,271.68,421.86,1.08,2,0,0,8279.09,0,0
2258.39,342.7,2601.1,0.72,2,3,0,13955.07,0,0
354.94,724.36,1079.29,4.29,1,0,0,13231.33,0,0
108.36,106.99,215.35,3.26,1,1,0,7363.27,1,1
313.72,1454.17,1767.89,0.3,2,0,0,8259.48,0,0
1356.07,644.57,2000.64,5.57,2,0,0,2458.47,0,1
274.65,385.79,660.44,5.55,1,0,0,7552.95,1,1
810.46,330.98,1141.44,3.94,2,0,0,4634.18,0,0
787.05,1028.09,1815.14,2.26,2,0,0,12204.96,0,0
318.96,412.07,731.02,2.91,1,1,0,9706.33,1,1
1673.53,110.1,1783.62,1.82,1,1,0,11430.92,1,1
672.76,1619.27,2292.04,2.8,3,0,0,14571.18,1,0
789.55,1153.27,1942.82,0.95,2,1,0,6613.51,0,1
719.81,568.82,1288.64,1.29,2,2,1,9686.21,1,2
1544.16,1388.22,2932.38,3.24,1,3,0,13016.14,0,0
461.63,845.79,1307.41,6.26,2,0,0,6512.11,0,1
720.44,872.52,1592.97,0.51,3,2,1,4093.9,1,2
160.65,255.67,416.31,2.43,0,1,0,5706.26,0,1
4701.22,973.01,5674.23,0.7,1,2,1,11940.48,0,2
562.8,179.89,742.69,0.22,1,0,0,2949.51,0,0
1495.79,585.34,2081.13,3.0,1,0,0,10666.79,0,0
129.19,568.72,697.91,0.64,3,0,0,6327.73,0,0
44.91,1091.7,1136.61,0.02,1,0,0,8050.89,0,0
611.74,891.79,1503.53,0.05,2,0,0,878.96,0,0
227.1,185.58,412.68,6.31,2,2,1,9495.77,0,2
1821.64,1099.24,2920.88,3.34,2,0,1,7946.26,0,2
1643.75,567.47,2211.22,13.53,1,0,1,12309.48,0,2
223.52,1181.59,1405.11,3.48,1,1,0,13049.58,1,1
1019.59,1031.61,2051.2,0.45,2,0,0,6239.06,0,0
518.45,745.96,1264.4,4.65,2,0,0,14493.72,0,0
1634.11,271.96,1906.07,4.62,1,3,0,5006.89,0,0
92.75,264.31,357.05,0.19,3,0,0,1422.72,0,0
52.18,465.34,517.52,3.53,1,0,0,2953.67,0,0
633.11,2289.17,2922.28,0.98,2,0,1,2458.42,0,2
105.87,965.86,1071.74,6.19,2,0,0,13413.3,0,1
500.84,2011.97,2512.82,12.83,2,2,1,661.69,1,2
515.26,2752.72,3267.98,2.33,1,3,0,12357.45,0,0
193.16,1421.01,1614.17,1.08,2,2,1,3208.91,0,2
363.23,31.35,394.59,2.52,3,0,0,12869.73,2,1
1549.42,147.66,1697.07,0.07,1,0,0,7875.28,0,0
1287.05,1214.01,2501.06,4.94,0,3,0,7685.79,0,0
162.28,2099.08,2261.37,11.09,2,0,1,8581.53,0,2
2428.1,313.66,2741.76,5.73,1,0,1,2668.56,0,2
1128.91,304.96,1433.87,1.68,1,0,0,13979.21,0,0
1173.8,579.27,1753.07,4.99,2,0,0,9268.68,0,0
371.28,807.17,1178.45,10.65,2,3,0,3939.67,1,0
2998.85,535.86,3534.71,0.29,2,0,1,6702.6,0,2
1313.72,241.47,1555.2,1.69,2,1,0,11250.79,0,1
152.41,2414.87,2567.28,0.26,2,0,1,1747.09,0,2
4965.76,1099.31,6065.07,2.01,3,0,1,7407.69,0,2
1840.1,2407.26,4247.35,7.22,1,0,1,9677.82,0,2
2795.87,2120.05,4915.92,0.23,1,1,0,11515.74,3,1
3803.56,904.49,4708.05,3.01,1,1,0,4716.72,0,1
652.96,708.39,1361.35,2.02,2,1,0,10611.9,0,1
41.51,1480.5,1522.01,2.31,2,0,0,3073.62,2,1
1288.84,289.08,1577.92,6.5,1,2,1,1436.54,0,2
77.56,276.81,354.37,0.14,1,0,0,4870.7,0,0
222.69,1281.95,1504.64,3.21,0,0,0,6179.8,0,0
23.71,289.65,313.36,1.19,0,1,0,7852.82,3,1
105.22,235.47,340.69,0.53,2,0,0,11248.76,1,0
1609.04,4581.74,6190.77,3.64,1,1,0,11220.08,0,1
229.04,965.86,1194.91,1.9,2,0,0,6691.67,0,0
2811.25,148.23,2959.48,3.98,1,1,0,8373.91,0,1
1001.46,889.68,1891.14,7.06,2,0,0,3823.54,0,1
2506.85,1350.51,3857.35,4.45,1,2,1,4934.13,0,2
257.18,449.53,706.71,6.16,1,2,1,14839.33,0,2
126.99,154.66,281.66,0.3,3,0,0,13568.9,0,0
1302.42,1868.28,3170.7,1.57,1,0,1,8454.35,1,2
1003.93,529.4,1533.33,7.4,2,0,0,2542.41,0,1
2924.16,2862.27,5786.42,4.7,2,3,0,2053.09,1,0
41.38,2638.87,2680.25,1.83,1,0,1,3570.24,0,2
140.06,923.16,1063.21,1.93,2,0,0,4876.39,0,0
634.46,1476.16,2110.63,2.52,0,0,0,1292.94,0,0
215.43,2232.91,2448.35,3.65,2,1,0,224.49,0,1
554.66,1276.95,1831.61,4.69,2,0,0,822.12,0,0
647.43,188.95,836.38,0.14,2,2,1,1203.72,0,2
971.58,2962.87,3934.45,0.41,2,0,1,9752.77,0,2
972.51,170.98,1143.49,0.68,2,0,0,14007.86,0,0
569.36,1994.65,2564.01,4.23,2,2,1,1890.37,0,2
1117.89,360.62,1478.51,2.41,1,1,0,5561.61,0,1
93.58,520.74,614.31,14.41,3,2,1,8218.74,0,2
842.72,158.47,1001.18,3.25,0,0,0,14529.45,0,0
860.6,1416.21,2276.81,10.13,2,1,0,3587.46,0,1
72.53,2429.32,2501.85,4.81,1,0,1,3947.58,0,2
190.42,182.25,372.67,1.09,1,0,0,10053.49,0,0
118.52,1508.46,1626.98,0.9,3,2,1,5412.73,0,2
123.98,168.89,292.88,0.39,2,0,0,10549.27,0,0
299.04,1384.39,1683.43,1.39,1,0,0,5752.55,0,0
593.42,34.37,627.8,5.68,1,0,0,10019.9,0,1
35.93,262.03,297.95,5.65,1,1,0,4893.13,0,1
1710.35,915.73,2626.08,0.96,2,1,0,7314.35,1,1
337.4,1063.24,1400.64,0.49,3,3,0,13431.74,0,0
2234.6,796.91,3031.51,9.93,3,2,1,13841.13,1,2
1876.29,425.7,2301.99,1.82,2,0,0,559.29,0,0
1284.0,373.2,1657.2,7.04,2,2,1,6798.79,2,2
197.23,762.69,959.92,3.95,2,0,0,4645.99,0,0
359.35,1605.73,1965.07,1.21,2,0,0,4807.44,0,0
49.9,710.85,760.75,3.63,1,1,0,8382.48,0,1
472.43,52.07,524.49,1.23,1,0,0,8239.09,0,0
274.12,834.54,1108.66,1.46,2,0,0,3675.24,0,0
4590.3,126.91,4717.21,0.36,2,2,1,6426.13,0,2
34.85,1547.0,1581.85,8.41,3,1,0,4827.16,0,1
1145.33,467.99,1613.32,0.54,2,0,0,6216.79,0,0
249.79,1150.92,1400.71,0.7,2,0,0,3694.54,0,0
1605.14,94.57,1699.71,0.2,1,0,0,8057.14,0,0
1089.57,936.54,2026.11,1.02,1,0,0,4309.86,0,0
302.32,596.98,899.3,2.0,0,2,1,12270.22,2,2
705.43,183.31,888.74,0.72,2,0,0,10136.79,0,0
189.26,735.13,924.39,0.75,2,0,0,4972.4,0,0
2221.03,758.66,2979.7,21.34,2,0,1,9331.78,0,2
218.96,815.82,1034.78,0.06,2,0,0,2516.53,0,0
515.14,40.87,556.01,3.17,2,0,0,13200.14,0,0
768.27,250.77,1019.03,3.89,0,1,0,9384.75,0,1
359.58,3083.68,3443.25,5.07,1,0,1,7623.5,2,2
607.29,1260.44,1867.73,2.91,0,3,0,7641.48,0,0
2704.64,996.34,3700.98,3.01,1,2,1,5578.86,1,2
562.63,1942.33,2504.96,8.48,1,0,1,2700.03,0,2
180.32,1952.68,2133.0,1.89,2,1,0,10965.68,0,1
1287.06,1389.43,2676.49,4.23,2,1,0,8720.6,0,1
1871.39,3992.65,5864.04,4.75,2,0,1,7420.82,1,2
1027.45,424.9,1452.35,4.12,3,0,0,3446.28,0,0
1758.62,1333.32,3091.94,14.6,2,2,1,10240.69,0,2
354.68,371.35,726.03,6.19,3,0,0,6202.46,0,1
118.97,55.29,174.26,0.2,2,2,1,13077.42,1,2
2273.8,793.5,3067.3,2.97,1,0,1,14180.75,0,2
571.91,537.23,1109.14,2.77,2,0,0,13571.29,2,1
442.64,2239.23,2681.88,1.83,0,0,1,2062.47,0,2
479.37,441.67,921.03,3.84,2,0,0,11903.63,0,0
1070.04,53.88,1123.92,8.87,1,0,0,4438.83,0,1
1314.49,101.19,1415.68,1.73,1,3,0,4533.8,1,0
2482.05,65.29,2547.34,1.76,1,0,1,1513.25,0,2
1382.06,532.96,1915.01,0.83,3,2,1,12604.2,0,2
3932.52,374.55,4307.07,0.06,1,1,0,939.37,0,1
728.94,1578.21,2307.15,7.97,1,1,0,561.46,0,1
555.32,448.71,1004.03,1.97,2,2,1,13237.59,3,2
1620.34,6158.82,7779.16,0.7,0,0,1,12640.07,0,2
81.33,170.01,251.34,1.9,1,0,0,7805.27,0,0
1193.04,1764.73,2957.77,3.04,1,0,1,14114.01,0,2
741.38,1209.39,1950.76,6.92,2,0,0,3462.4,0,1
1379.59,2079.53,3459.12,0.48,2,1,0,11841.72,0,1
118.7,1190.24,1308.95,3.61,2,3,0,7679.72,0,0
1305.22,227.54,1532.76,12.97,2,3,0,14208.85,0,0
360.14,1335.13,1695.27,4.11,0,2,1,3038.92,0,2
520.7,1147.08,1667.77,0.38,2,0,0,12929.4,0,0
409.03,2433.81,2842.84,0.22,1,2,1,2692.26,3,2
576.95,947.92,1524.87,3.05,1,0,0,9825.65,1,0
413.04,41.78,454.82,0.22,2,2,1,1067.0,1,2
1553.91,152.09,1706.0,12.19,0,3,0,1383.42,1,0
185.19,1371.69,1556.89,3.89,2,0,0,2364.5,0,0
798.47,677.1,1475.57,4.97,1,0,0,13230.75,0,0
281.3,1791.71,2073.01,5.3,1,0,0,14198.18,0,1
494.21,2444.7,2938.91,3.46,1,0,1,9669.94,1,2
641.24,3534.11,4175.36,2.15,1,0,1,3247.0,1,2
310.63,151.15,461.78,13.25,2,0,1,10733.54,0,2
45.55,2496.16,2541.71,3.49,3,0,1,5352.69,1,2
1218.36,183.84,1402.21,0.16,2,2,1,10431.67,1,2
57.02,1015.08,1072.1,2.8,2,2,1,7676.34,0,2
639.77,609.36,1249.12,1.21,2,0,0,3965.79,2,1
783.64,1668.43,2452.06,4.32,1,3,0,6236.6,0,0
387.48,3862.97,4250.46,1.9,3,2,1,834.56,0,2
2373.73,390.01,2763.75,13.39,2,0,1,8133.99,0,2
166.64,1075.03,1241.67,2.21,1,3,0,2461.95,2,0
2557.47,751.74,3309.21,2.07,2,3,0,2042.24,1,0
135.11,769.35,904.46,3.81,1,1,0,5557.67,0,1
154.96,757.11,912.08,1.54,0,0,0,5953.3,0,0
354.62,286.35,640.96,0.81,1,2,1,12048.52,0,2
140.33,1258.94,1399.27,3.17,2,0,0,443.4,0,0
733.85,291.91,1025.76,7.55,0,1,0,6299.45,1,1
894.69,643.09,1537.78,0.72,2,0,0,4951.16,0,0
506.54,366.57,873.11,1.06,1,2,1,9096.51,1,2
2740.67,1810.07,4550.74,0.45,2,0,1,11981.57,0,2
172.47,1646.69,1819.16,4.36,2,0,0,1196.09,0,0
416.63,1851.58,2268.21,1.57,1,0,0,5975.68,0,0
194.3,1944.25,2138.55,0.39,2,0,0,9181.07,0,0
544.9,1512.46,2057.36,14.21,1,0,1,4491.05,0,2
1100.03,1027.79,2127.82,2.04,0,0,0,7563.06,0,0
6557.96,1792.99,8350.95,0.78,2,1,0,13534.31,0,1
744.36,759.73,1504.09,2.14,1,0,0,3557.97,0,0
628.49,3412.79,4041.28,1.4,1,1,0,13612.31,1,1
606.8,423.47,1030.27,3.06,2,2,1,8095.02,1,2
323.01,761.27,1084.27,8.96,2,2,1,9988.01,0,2
365.5,3488.95,3854.46,3.76,1,1,0,1884.23,3,1
238.69,332.52,571.21,0.54,1,0,0,14784.31,1,0
1005.27,1587.29,2592.56,1.13,2,3,0,9115.56,1,0
162.97,691.8,854.77,0.64,2,0,0,12128.2,0,0
716.36,403.77,1120.13,2.48,1,2,1,5397.39,0,2
248.54,1026.75,1275.28,4.92,2,0,0,2544.55,0,0
43.36,386.05,429.42,3.98,2,1,0,888.75,0,1
116.36,269.08,385.43,3.91,1,2,1,3230.75,0,2
698.18,162.81,860.99,0.52,1,1,0,5652.59,0,1
105.55,136.45,242.0,2.15,0,2,1,10956.37,0,2
1361.26,438.39,1799.64,0.5,0,0,0,12570.22,0,0
605.65,367.6,973.25,2.56,1,0,0,8188.88,0,0
70.65,1288.96,1359.61,12.08,1,0,1,5564.61,2,2
643.43,1185.61,1829.04,8.56,0,0,0,7571.48,0,1
246.61,1038.99,1285.6,8.7,1,0,0,5971.85,1,1
24.43,259.26,283.69,3.16,2,0,0,2616.0,1,0
349.53,779.51,1129.03,3.52,1,0,0,1254.51,0,0
45.3,89.47,134.77,1.85,2,0,0,8203.78,0,0
442.63,1976.16,2418.79,11.76,1,2,1,7446.15,0,2
247.32,184.14,431.46,3.34,0,1,0,13335.26,2,1
380.03,75.95,455.98,1.87,2,0,0,9324.91,0,0
922.77,397.04,1319.8,1.73,1,1,0,4011.38,0,1
255.11,47.71,302.82,6.01,2,0,0,9955.85,0,1
1289.55,462.66,1752.21,0.73,2,1,0,14755.6,0,1
35.5,1119.23,1154.73,3.93,0,3,0,2651.97,1,0
223.51,685.64,909.15,5.57,1,0,0,13980.01,0,1
2142.04,386.39,2528.43,1.35,0,0,1,6285.1,1,2
87.51,220.55,308.06,3.03,1,0,0,11264.8,2,1
151.01,205.98,356.99,2.25,1,3,0,3746.26,0,0
260.26,392.69,652.95,4.74,2,2,1,12787.19,0,2
657.97,2333.42,2991.39,1.75,2,2,1,2437.85,0,2
1610.82,57.54,1668.37,4.13,2,1,0,6764.81,0,1
453.36,2179.56,2632.92,2.23,2,3,0,11764.44,0,0
695.29,411.18,1106.47,1.53,2,1,0,12560.74,0,1
3539.98,940.48,4480.46,12.57,1,3,0,7605.01,0,0
1507.19,1982.09,3489.29,11.9,1,1,0,10077.21,0,1
764.67,273.02,1037.68,2.16,2,1,0,5266.11,0,1
2049.05,207.57,2256.62,2.51,2,0,0,11953.61,0,0
53.38,173.67,227.05,1.1,1,1,0,8765.67,0,1
44.35,523.04,567.38,4.71,2,3,0,13461.52,0,0
1193.98,708.98,1902.96,2.75,2,1,0,8197.92,0,1
480.44,866.11,1346.54,0.55,2,1,0,12069.24,3,1
362.48,2678.29,3040.77,6.86,2,0,1,6361.72,0,2
819.33,203.75,1023.08,0.07,3,0,0,5737.38,0,0
945.58,441.29,1386.87,6.96,1,0,0,4877.88,1,1
275.51,3187.03,3462.54,8.55,0,0,1,12545.14,1,2
242.15,1461.45,1703.6,3.8,2,2,1,8851.81,0,2
34.62,604.47,639.09,1.24,1,0,0,7064.07,0,0
311.77,70.06,381.83,1.83,3,2,1,13221.69,0,2
470.94,1775.35,2246.29,0.34,2,1,0,2521.23,0,1
710.93,1064.92,1775.85,2.27,2,0,0,14854.32,0,0
363.65,622.5,986.15,0.72,3,0,0,2422.19,0,0
1198.92,297.84,1496.76,0.97,2,1,0,8095.45,0,1
424.57,99.32,523.89,1.16,2,1,0,10863.37,0,1
52.08,1858.46,1910.54,1.45,2,0,0,13056.16,0,0
95.7,667.31,763.01,3.27,3,0,0,3894.49,0,0
36.93,981.84,1018.77,1.16,1,0,0,6529.47,1,0
461.5,767.01,1228.51,6.03,3,2,1,6555.44,0,2
1640.83,3999.54,5640.37,0.26,1,0,1,5160.94,0,2
158.44,267.15,425.59,2.73,1,1,0,3503.55,0,1
1137.78,1077.89,2215.66,1.25,1,0,0,12359.13,0,0
327.33,352.11,679.44,2.31,1,2,1,687.32,0,2
346.61,471.66,818.27,0.78,1,1,0,10675.8,0,1
1862.22,741.09,2603.31,4.74,3,0,1,3507.19,2,2
599.87,4705.5,5305.37,0.32,2,3,0,6955.53,0,0
2814.25,643.04,3457.29,9.54,2,0,1,7751.42,0,2
223.34,307.1,530.44,7.01,1,1,0,13782.45,0,1
1603.16,361.98,1965.14,3.18,2,1,0,8713.27,0,1
198.06,2418.45,2616.51,1.43,1,2,1,841.74,0,2
1699.46,43.84,1743.3,2.3,2,1,0,1080.86,3,1
1335.37,1196.05,2531.42,0.16,2,0,1,8517.79,0,2
55.3,2431.9,2487.2,0.82,2,0,0,9748.04,0,0
2964.51,2241.0,5205.52,11.89,1,0,1,5349.4,0,2
1397.45,1168.25,2565.69,1.48,2,0,1,4991.0,0,2
329.45,1035.51,1364.96,0.96,1,2,1,6170.38,0,2
810.14,191.1,1001.24,2.96,1,0,0,249.7,2,1
395.84,254.79,650.62,1.76,1,0,0,924.86,0,0
86.2,834.44,920.64,4.02,1,0,0,275.52,0,0
1508.15,1357.75,2865.9,9.63,1,0,1,1406.99,0,2
1618.19,277.89,1896.08,4.12,2,0,0,9236.24,0,0
288.24,3644.77,3933.0,3.57,1,2,1,8822.09,2,2
645.93,1573.08,2219.01,0.38,2,0,0,11929.93,0,0
2822.85,94.7,2917.55,1.74,2,0,1,12285.55,0,2
